cid,nlane,turn,dnroad,geom,len,Up_Node,Down_Node,is_in,Count,Count1
8345_9157,3,U#L#S,9157_8345#9157_9158#9157_9159,"LINESTRING (118.72985213 30.9696186910001, 118.727295397 30.968541207)",271.9050797,8345,9157,1.0,4160.0,4129.0
9158_9157,3,R#U#L,9157_8345#9157_9158#9157_9159,"LINESTRING (118.729402077 30.9648330270001, 118.727295397 30.968541207)",457.7438984,9158,9157,1.0,4160.0,4150.0
5120_9158,3,U#R#S#L,9158_5120#9158_9156#9158_9157#9158_9160,"LINESTRING (118.73109559 30.961852102, 118.729402077 30.9648330270001)",367.9726132,5120,9158,1.0,4150.0,4130.0
9157_9159,3,U#S#L,9159_9157#9159_8346#9159_9160,"LINESTRING (118.727295397 30.968541207, 118.726354429 30.9681446550001, 118.724463493 30.967314286)",302.829811,9157,9159,1.0,4158.0,4160.0
9158_9160,2,U#R#L,9160_9158#9160_9159#9160_9161,"LINESTRING (118.729402077 30.9648330270001, 118.726698152 30.9634882440001)",298.2701215,9158,9160,1.0,4165.0,4150.0
9159_9160,3,L#U#S,9160_9158#9160_9159#9160_9161,"LINESTRING (118.724463493 30.967314286, 118.726698152 30.9634882440001)",474.8863151,9159,9160,1.0,4165.0,4158.0
4920_9161,3,U#L#S,9161_4920#9161_9160#9161_5012,"LINESTRING (118.731673147 30.9512692370001, 118.732632102 30.952838738, 118.732821048 30.95300501)",222.4621976,4920,9161,1.0,4174.0,4174.0
9160_9161,3,R#U#L,9161_4920#9161_9160#9161_5012,"LINESTRING (118.726698152 30.9634882440001, 118.732821048 30.95300501)",1301.191976,9160,9161,1.0,4174.0,4165.0
5082_9162,0,U#R#L,9162_5082#9162_9163#9162_5126,"LINESTRING (118.743470395 30.959165506, 118.744556146 30.9591577, 118.745484136 30.95902683, 118.747018888 30.9587293970001, 118.748142484 30.958507082)",454.0337455,5082,9162,1.0,4175.0,4173.0
9163_9162,0,L#U#S,9162_5082#9162_9163#9162_5126,"LINESTRING (118.748407269 30.955749192, 118.748265305 30.9562254780001, 118.748251631 30.956260639, 118.74807659 30.9567107780001, 118.747849696 30.957294258, 118.747823125 30.9574893170001, 118.747883412 30.957906275, 118.748142484 30.958507082)",318.9116551,9163,9162,1.0,4175.0,4175.0
5010_9163,3,U#L#S#R,9163_5010#9163_5021#9163_9162#9163_9177,"LINESTRING (118.748829046 30.9545267240001, 118.748671971 30.9548611280001, 118.748407269 30.955749192)",141.6526372,5010,9163,1.0,4175.0,4174.0
5021_9163,4,R#U#L#S,9163_5010#9163_5021#9163_9162#9163_9177,"LINESTRING (118.743572755 30.955109684, 118.745912439 30.9553862550001, 118.748407269 30.955749192)",467.396768,5021,9163,1.0,4175.0,4174.0
4973_9164,2,U#R#S,9164_4973#9164_9165#9164_9177,"LINESTRING (118.763825315 30.9527857730001, 118.76378695 30.953211427, 118.763656079 30.9534731680001, 118.763358647 30.953794395, 118.763073111 30.954020444, 118.762406862 30.9543178770001, 118.760979186 30.954888947, 118.760408115 30.955210175, 118.760074991 30.9554838130001)",492.7580944,4973,9164,1.0,4114.0,4053.0
4708_9173,0,U#R#L,9173_4708#9173_4920#9173_4794,"LINESTRING (118.729228876 30.9439322490001, 118.728562708 30.944198667, 118.72802019 30.9445127560001, 118.727349182 30.944912506, 118.726735282 30.945440746, 118.726207041 30.9460260930001, 118.725864399 30.9466257170001, 118.725274108 30.947814592)",593.1631789,4708,9173,1.0,4174.0,4165.0
4920_9173,0,L#U#S,9173_4708#9173_4920#9173_4794,"LINESTRING (118.731673147 30.9512692370001, 118.730836954 30.9504159150001, 118.730675094 30.9502699600001, 118.73044421 30.9501552470001, 118.730409893 30.9501381970001, 118.729964875 30.949959682, 118.728597106 30.949404814, 118.728002751 30.949149027, 118.727676203 30.9489946240001, 118.726736718 30.948529498, 118.72550971 30.947919418, 118.725274108 30.947814592)",730.1163978,4920,9173,1.0,4174.0,4174.0
5190_9174,0,U#S#L,9174_5190#9174_5122#9174_9175,"LINESTRING (118.740815597 30.9717950520001, 118.740330187 30.967412085)",488.142638,5190,9174,1.0,4174.0,4174.0
5123_9175,2,U#L#R,9175_5123#9175_9174#9175_9176,"LINESTRING (118.743487199 30.9633389470001, 118.743531339 30.9645990590001, 118.743455196 30.9655508440001, 118.742998339 30.967663805)",483.8376195,5123,9175,1.0,4171.0,4174.0
9174_9175,2,R#U#S,9175_5123#9175_9174#9175_9176,"LINESTRING (118.740330187 30.967412085, 118.741247056 30.9674353770001, 118.742008484 30.967492484, 118.742998339 30.967663805)",257.1080186,9174,9175,1.0,4171.0,4174.0
5126_9176,2,U#L#S,9176_5126#9176_9175#9176_8359,"LINESTRING (118.748333193 30.9637270060001, 118.748311359 30.96410659, 118.748239975 30.9646491070001, 118.748075792 30.9651487940001, 118.747784476 30.9655554330001, 118.747231551 30.9660104920001, 118.746638234 30.9665621550001, 118.746566371 30.966628972, 118.746128641 30.967068419, 118.745801097 30.9674854730001, 118.745135095 30.9685013760001)",629.168358,5126,9176,1.0,4173.0,4175.0
9175_9176,2,R#U#L,9176_5126#9176_9175#9176_8359,"LINESTRING (118.742998339 30.967663805, 118.743578928 30.967823229, 118.744171414 30.968051657, 118.745135095 30.9685013760001)",224.9270061,9175,9176,1.0,4173.0,4171.0
9163_9177,0,U#R,9177_9163#9177_9164,"LINESTRING (118.748407269 30.955749192, 118.752472402 30.9564304720001, 118.753769208 30.956762407, 118.754821723 30.957082841, 118.755856788 30.957489729, 118.756677702 30.9578930480001, 118.757308975 30.9582280450001)",901.4226449,9163,9177,1.0,4164.0,4175.0
9164_9177,0,L#U,9177_9163#9177_9164,"LINESTRING (118.760074991 30.9554838130001, 118.757308975 30.9582280450001)",403.0067136,9164,9177,1.0,4164.0,4114.0
5005_4973,0,B,4973_5005,"LINESTRING (118.772823689 30.953919491, 118.763825315 30.952785773)",10497.121,5005,4973,,,
4973_5005,0,B,5005_4973,"LINESTRING (118.763825315 30.952785773, 118.772823689 30.953919491)",10497.121,4973,5005,,,
