cid,nlane,turn,dnroad,geom,len,Up_Node,Down_Node,is_in,Count,Count1
4806_4808,3,L#U#R#S,4808_4694#4808_4806#4808_4893#4808_8354,"LINESTRING (118.751063137 30.9463499120001, 118.747392293 30.9464083500001)",350.8370916,4806,4808,1.0,4174.0,4174.0
4808_4694,3,S#R#L#U,4694_4662#4694_4689#4694_4697#4694_4808,"LINESTRING (118.747392293 30.9464083500001, 118.747476546 30.9455120960001, 118.747526434 30.9449813730001, 118.747670084 30.944301416, 118.747677464 30.944266483, 118.747956738 30.943436596, 118.748259798 30.9428108720001)",410.263374,4808,4694,1.0,4174.0,4174.0
4819_4689,4,R#S#L#U,4689_4660#4689_4662#4689_4694#4689_4819,"LINESTRING (118.737720491 30.9468659400001, 118.738356056 30.946409235, 118.738826465 30.946071203, 118.739595394 30.945591103, 118.740396473 30.945090921, 118.740836861 30.9448297930001, 118.741611601 30.9443704030001, 118.742387846 30.9439665630001, 118.74341035 30.943503349, 118.74404617 30.943215303, 118.745070627 30.9427514440001)",840.0468482,4819,4689,1.0,4175.0,4176.0
4819_4879,3,R#S#U#L,4879_4893#4879_4938#4879_4819#4879_8353,"LINESTRING (118.737720491 30.9468659400001, 118.73797604 30.949325426)",273.7709237,4819,4879,1.0,4156.0,4176.0
4832_4918,4,L#S#U#R,4918_4917#4918_5017#4918_4832#4918_4942,"LINESTRING (118.779618277 30.9471851870001, 118.778870079 30.950416913)",365.3602156,4832,4918,1.0,4141.0,4174.0
4835_4706,2,R#L#U#S,4706_4697#4706_4724#4706_4835#4706_8355,"LINESTRING (118.755368381 30.94769187, 118.755442272 30.9472064830001, 118.755482273 30.9469437220001, 118.755545314 30.9465296000001, 118.755547733 30.946508103, 118.75564597 30.945634936, 118.755646817 30.9453327700001, 118.755647098 30.945232606, 118.755423267 30.9431676560001)",504.1597751,4835,4706,1.0,4133.0,4175.0
4835_4806,3,L#S#U#R,4806_4697#4806_4808#4806_4835#4806_4927,"LINESTRING (118.755368381 30.94769187, 118.75398223 30.947479039, 118.752698656 30.947280489, 118.75267681 30.9472642750001, 118.752612482 30.947216532, 118.752258756 30.9464961100001, 118.752238081 30.9464540050001, 118.752041639 30.9463893490001, 118.751063137 30.9463499120001)",475.5196208,4835,4806,1.0,4174.0,4175.0
4852_4832,3,R#L#U#S,4832_4918#4832_4758#4832_4852#4832_8365,"LINESTRING (118.785270957 30.94797349, 118.782566461 30.947604239, 118.779618277 30.9471851870001)",547.1778021,4852,4832,1.0,4174.0,4174.0
4852_4942,3,L#S#U,4942_4918#4942_5026#4942_4852,"LINESTRING (118.785270957 30.94797349, 118.784837679 30.9512558480001)",366.2579664,4852,4942,1.0,4174.0,4174.0
4854_4835,3,L#S#U#R,4835_4706#4835_4806#4835_4854#4835_4944,"LINESTRING (118.759508859 30.9483909530001, 118.758488048 30.9481986170001, 118.757858328 30.948084549, 118.757481585 30.9480163040001, 118.75650744 30.947866751, 118.755368381 30.94769187)",403.2309134,4854,4835,1.0,4175.0,4174.0
4854_4961,2,R#U#L#S,4961_4973#4961_4854#4961_4944#4961_5061,"LINESTRING (118.759508859 30.9483909530001, 118.759116011 30.9493428440001, 118.758743199 30.9502297270001, 118.758168198 30.9515218700001, 118.75800921 30.9524772400001)",477.031337,4854,4961,1.0,4174.0,4174.0
4855_4819,0,S#L#R#U,4819_4689#4819_4879#4819_4671#4819_4855,"LINESTRING (118.735008726 30.9488618130001, 118.73575582 30.948316961, 118.736086846 30.9480706460001, 118.736578972 30.947704378, 118.737720491 30.9468659400001)",340.7530629,4855,4819,1.0,4176.0,4175.0
4863_4724,4,R#S#L#U,4724_4706#4724_4664#4724_4732#4724_4863,"LINESTRING (118.763340547 30.948762093, 118.763293392 30.9483679960001, 118.762594379 30.943569451)",580.1092774,4863,4724,1.0,4133.0,4176.0
4863_4854,2,S#R#U,4854_4835#4854_4961#4854_4863,"LINESTRING (118.763340547 30.948762093, 118.761588325 30.948848915, 118.761341885 30.9488344440001, 118.761254454 30.948816148, 118.760890499 30.9487399820001, 118.759991667 30.9485129220001, 118.759508859 30.9483909530001)",373.2766834,4863,4854,1.0,4174.0,4176.0
4879_4893,2,R#S#U#L,4893_4808#4893_4927#4893_4879#4893_4907,"LINESTRING (118.73797604 30.949325426, 118.738992419 30.9491188210001, 118.739707583 30.9489403310001, 118.740704709 30.9488596090001, 118.741455432 30.9488067780001, 118.741579967 30.9488051000001, 118.741750153 30.9488028060001, 118.741957998 30.9488000040001, 118.742459286 30.94886624, 118.744564075 30.9493716380001, 118.745969182 30.949775652)",785.414156,4879,4893,1.0,4175.0,4156.0
4879_4938,3,S#U#R,4938_5012#4938_4879#4938_4950,"LINESTRING (118.73797604 30.949325426, 118.738259572 30.951852221)",281.449266,4879,4938,1.0,4155.0,4156.0
4881_4732,3,S#R#L#U,4732_4634#4732_4724#4732_4745#4732_4881,"LINESTRING (118.767798749 30.948992624, 118.767891895 30.9465780290001, 118.767905889 30.946217189, 118.767911551 30.946071203, 118.767948722 30.9451128360001, 118.767950382 30.945070011, 118.768016088 30.943899801)",565.0270312,4881,4732,1.0,4175.0,4175.0
4881_4863,3,L#S#U#R,4863_4724#4863_4854#4863_4881#4863_4904,"LINESTRING (118.767798749 30.948992624, 118.766606435 30.94894694, 118.765296767 30.948856059, 118.764081505 30.948771719, 118.763340547 30.948762093)",426.9056796,4881,4863,1.0,4176.0,4175.0
4893_4808,2,S#L#U#R,4808_4694#4808_4806#4808_4893#4808_8354,"LINESTRING (118.745969182 30.949775652, 118.746531064 30.9484854070001, 118.747392293 30.9464083500001)",397.3355284,4893,4808,1.0,4174.0,4175.0
4893_4927,2,R#S#U#L,4927_4806#4927_4944#4927_4893#4927_5010,"LINESTRING (118.745969182 30.949775652, 118.746571623 30.950147008, 118.747266821 30.95052538, 118.747655038 30.9506886230001, 118.747823357 30.9507267610001, 118.748924676 30.950976301, 118.749622805 30.9511344790001, 118.750860788 30.951414963)",507.3416443,4893,4927,1.0,4175.0,4175.0
4895_4802,4,S#L#U#R,4802_4645#4802_8350#4802_4895#4802_9009,"LINESTRING (118.706734957 30.9503183310001, 118.707110996 30.9495233650001, 118.707852412 30.9478225190001, 118.70831375 30.946824792)",415.696994,4895,4802,1.0,4172.0,4173.0
4895_4972,2,L#U#S,4972_5055#4972_4895#4972_4899,"LINESTRING (118.706734957 30.9503183310001, 118.707845184 30.9507372840001, 118.709301812 30.951250971, 118.711302254 30.951905804, 118.712387341 30.952204813, 118.713494993 30.9525059970001, 118.715381412 30.9529117440001, 118.717363902 30.95324255)",1069.224533,4895,4972,1.0,4173.0,4173.0
4899_4972,3,S#L#U,4972_5055#4972_4895#4972_4899,"LINESTRING (118.718842415 30.9503003290001, 118.717870297 30.9520188010001, 118.717492424 30.9528596110001, 118.717363902 30.95324255)",356.126142,4899,4972,1.0,4173.0,4175.0
4904_4863,4,S#R#L#U,4863_4724#4863_4854#4863_4881#4863_4904,"LINESTRING (118.763508959 30.9499929790001, 118.763415321 30.949361235, 118.76341514 30.94935976, 118.763340547 30.948762093)",137.4189686,4904,4863,1.0,4176.0,4048.0
4907_4893,3,S#L#R#U,4893_4808#4893_4927#4893_4879#4893_4907,"LINESTRING (118.745590468 30.950591549, 118.745656271 30.950449786, 118.745969182 30.949775652)",97.42728855,4907,4893,1.0,4175.0,4173.0
4907_5010,0,R#U#L,5010_4927#5010_4907#5010_9163,"LINESTRING (118.745590468 30.950591549, 118.74594829 30.951022709, 118.746961653 30.952349326, 118.747047555 30.952458225, 118.747510413 30.953044995, 118.747613741 30.953175984, 118.747943847 30.953598307, 118.748829046 30.9545267240001)",535.3689558,4907,5010,1.0,4174.0,4173.0
4917_5005,0,R#U#L#S,5005_5017#5005_4917#5005_4991#5005_9166,"LINESTRING (118.773475142 30.9496605640001, 118.772823689 30.9539194910001)",476.2668277,4917,5005,1.0,4200.0,4171.0
4918_4917,2,R#U#L,4917_5005#4917_4918#4917_8365,"LINESTRING (118.778870079 30.950416913, 118.776507722 30.9500723200001, 118.773475142 30.9496605640001)",522.2919653,4918,4917,1.0,4171.0,4141.0
4918_5017,0,R#U#L,5017_5026#5017_4918#5017_5005,"LINESTRING (118.778870079 30.950416913, 118.778284321 30.954542981)",460.8628877,4918,5017,1.0,4200.0,4141.0
4920_4855,0,S#R#U,4855_4819#4855_4680#4855_4920,"LINESTRING (118.731673147 30.9512692370001, 118.732138454 30.9509927840001, 118.73248484 30.9507350310001, 118.732560667 30.950678607, 118.733290105 30.9501367070001, 118.734377256 30.949324776, 118.73451618 30.949221019, 118.735008726 30.9488618130001)",415.99949,4920,4855,1.0,4175.0,4174.0
4927_4806,3,S#R#L#U,4806_4697#4806_4808#4806_4835#4806_4927,"LINESTRING (118.750860788 30.951414963, 118.751053868 30.95051084, 118.751121847 30.949857563, 118.751117278 30.9493929590001, 118.75110723 30.9483712570001, 118.751094485 30.9477616390001, 118.751074668 30.946813881, 118.751063137 30.9463499120001)",563.5751963,4927,4806,1.0,4174.0,4175.0
4927_4944,2,R#S#U#L,4944_4835#4944_4961#4944_4927#4944_5029,"LINESTRING (118.750860788 30.951414963, 118.751264889 30.9515065160001, 118.752036955 30.951642986, 118.75211119 30.9516561080001, 118.753173238 30.9518438260001, 118.754292166 30.952041588)",335.2083685,4927,4944,1.0,4175.0,4175.0
4938_5012,4,S#L#U#R,5012_8352#5012_9161#5012_4938#5012_5021,"LINESTRING (118.738259572 30.951852221, 118.738645548 30.954660059)",313.4782611,4938,5012,1.0,4158.0,4155.0
4942_4918,2,S#R#L#U,4918_4917#4918_5017#4918_4832#4918_4942,"LINESTRING (118.784837679 30.9512558480001, 118.781720602 30.95081779, 118.778870685 30.9504170000001, 118.778870079 30.950416913)",577.7593824,4942,4918,1.0,4141.0,4174.0
4942_5026,0,R#U#L#S,5026_5052#5026_4942#5026_5017#5026_8359,"LINESTRING (118.784837679 30.9512558480001, 118.784353765 30.9534937060001, 118.78422336 30.9539421490001, 118.783955303 30.95475466, 118.783753919 30.9551998600001)",450.2653209,4942,5026,1.0,4170.0,4174.0
4944_4835,2,S#R#L#U,4835_4706#4835_4806#4835_4854#4835_4944,"LINESTRING (118.754292166 30.952041588, 118.75466263 30.9509415950001, 118.754936804 30.95012208, 118.75503853 30.949818011, 118.755148589 30.949301539, 118.755162487 30.949236322, 118.75518217 30.949087445, 118.755368381 30.94769187)",494.5610326,4944,4835,1.0,4175.0,4175.0
4944_4961,2,S#R#U#L,4961_4973#4961_4854#4961_4944#4961_5061,"LINESTRING (118.754292166 30.952041588, 118.755528643 30.9521885790001, 118.755658721 30.9522037190001, 118.757501736 30.9524181900001, 118.75800921 30.9524772400001)",358.4397569,4944,4961,1.0,4174.0,4175.0
4950_4907,0,S#L#U,4907_4893#4907_5010#4907_4950,"LINESTRING (118.744851304 30.952183963, 118.745590468 30.950591549)",190.1523946,4950,4907,1.0,4173.0,4173.0
4950_4938,1,R#L#U,4938_5012#4938_4879#4938_4950,"LINESTRING (118.744851304 30.952183963, 118.743256601 30.952065706, 118.742617729 30.952024431, 118.741130098 30.951928308, 118.739224444 30.951865237, 118.738259572 30.951852221)",631.1324855,4950,4938,1.0,4155.0,4173.0
4961_4973,0,R#U#L,4973_4904#4973_4961#4973_9164,"LINESTRING (118.75800921 30.9524772400001, 118.758735285 30.952665677, 118.758925301 30.9526714850001, 118.759018242 30.952674325, 118.759636093 30.952704926, 118.761096411 30.952777241, 118.76338516 30.952847895, 118.763825315 30.9527857730001)",559.8588755,4961,4973,1.0,4053.0,4174.0
4972_5055,0,R#S#U#L,5055_4920#5055_8346#5055_4972#5055_8348,"LINESTRING (118.717363902 30.95324255, 118.717210168 30.9537006100001, 118.717100769 30.9541464390001, 118.716969308 30.954746513, 118.716953173 30.955448174, 118.71696507 30.95630478, 118.717041945 30.9573654800001)",461.7055198,4972,5055,1.0,4133.0,4173.0
4973_4904,0,S#U#U,4904_4863#4904_4973#4904_4991,"LINESTRING (118.763825315 30.9527857730001, 118.763750667 30.952161356, 118.763640221 30.951057129, 118.763585301 30.9505080270001, 118.763508959 30.9499929790001)",311.1435764,4973,4904,1.0,4048.0,4053.0
5005_5017,0,S#R#U,5017_5026#5017_4918#5017_5005,"LINESTRING (118.772823689 30.9539194910001, 118.773004198 30.953940103, 118.778284321 30.954542981)",526.3216608,5005,5017,1.0,4200.0,4200.0
5010_4927,3,S#L#R#U,4927_4806#4927_4944#4927_4893#4927_5010,"LINESTRING (118.748829046 30.9545267240001, 118.74926034 30.9540921060001, 118.749776247 30.953572217, 118.749903984 30.9534098710001, 118.750371224 30.9528160360001, 118.750430473 30.952675718, 118.750600235 30.952273678, 118.750860788 30.951414963)",402.9372547,5010,4927,1.0,4175.0,4174.0
5012_8352,0,R#S#U,8352_5082#8352_5122#8352_5012,"LINESTRING (118.738645548 30.954660059, 118.739394924 30.9599127320001)",586.7422963,5012,8352,1.0,4157.0,4158.0
5012_9161,3,S#R#U,9161_4920#9161_9160#9161_5012,"LINESTRING (118.738645548 30.954660059, 118.736936546 30.954670923, 118.735427968 30.954456771, 118.73436197 30.95406654, 118.733405426 30.9535192640001, 118.732821048 30.95300501)",609.5563082,5012,9161,1.0,4174.0,4158.0
5017_5026,0,S#R#U#L,5026_5052#5026_4942#5026_5017#5026_8359,"LINESTRING (118.778284321 30.954542981, 118.779126647 30.9546393470001, 118.783178293 30.9551030050001, 118.783716232 30.9551917580001, 118.783753919 30.9551998600001)",527.7636166,5017,5026,1.0,4170.0,4200.0
5021_4950,0,S#R#U,4950_4907#4950_4938#4950_5021,"LINESTRING (118.743572755 30.955109684, 118.743868171 30.95435288, 118.744205205 30.953608466, 118.74468066 30.9525583000001, 118.744802197 30.952289819, 118.744803931 30.95228602, 118.744851304 30.952183963)",346.6895866,5021,4950,1.0,4173.0,4174.0
5021_5012,4,R#S#L#U,5012_8352#5012_9161#5012_4938#5012_5021,"LINESTRING (118.743572755 30.955109684, 118.738645548 30.954660059)",473.4224385,5021,5012,1.0,4158.0,4174.0
5055_4920,4,S#U#L#R,4920_4855#4920_5055#4920_9161#4920_9173,"LINESTRING (118.717041945 30.9573654800001, 118.718128258 30.956755813, 118.719090311 30.956254261, 118.719228494 30.956179397, 118.720087246 30.955714147, 118.720290391 30.955604088, 118.721353981 30.9550740240001, 118.721752789 30.9548965130001, 118.721810067 30.9548710170001, 118.722180751 30.954754332, 118.723581043 30.954395726, 118.723639449 30.954383041, 118.724608156 30.954172644, 118.72511644 30.954062246, 118.726730379 30.953584968, 118.726741314 30.9535807780001, 118.72787201 30.9531475270001, 118.728936585 30.9526949790001, 118.729474892 30.9524382160001, 118.730336457 30.9520077870001, 118.730907952 30.9516940300001, 118.731408599 30.951426413, 118.731673147 30.9512692370001)",1563.281421,5055,4920,1.0,4174.0,4133.0
5055_8346,4,S#U#L,8346_9159#8346_5055#8346_8348,"LINESTRING (118.717041945 30.9573654800001, 118.717154237 30.958401085, 118.717494605 30.95984753, 118.718095983 30.961101813, 118.718649122 30.9620019860001, 118.719690803 30.963426715)",729.0367476,5055,8346,1.0,4149.0,4133.0
5061_4961,2,L#S#R#U,4961_4973#4961_4854#4961_4944#4961_5061,"LINESTRING (118.752551932 30.957420164, 118.753423124 30.9576094760001, 118.753612899 30.9575658420001, 118.753812392 30.9574020540001, 118.754966128 30.956298643, 118.755626613 30.9556669510001, 118.75607426 30.955182317, 118.757044264 30.954132149, 118.757726585 30.953169755, 118.757967134 30.952668381, 118.75800921 30.9524772400001)",814.1399747,5061,4961,1.0,4174.0,4150.0
5061_5132,0,L#U,5132_5126#5132_5061,"LINESTRING (118.752551932 30.957420164, 118.751937324 30.959250286, 118.751904117 30.959349165, 118.751592433 30.960915361, 118.751020904 30.9638525720001)",729.0114596,5061,5132,1.0,4133.0,4150.0
5082_5021,2,S#R#U#L,5021_4950#5021_5012#5021_5082#5021_9163,"LINESTRING (118.743470395 30.959165506, 118.743462189 30.9581190100001, 118.743454547 30.957144193, 118.743572755 30.955109684)",449.9515372,5082,5021,1.0,4174.0,4173.0
5100_5120,0,U#R,5120_5100#5120_9158,"LINESTRING (118.735476954 30.962805819, 118.734934306 30.962785759, 118.734323435 30.9627209220001, 118.733762136 30.962626808, 118.733074869 30.9624914560001, 118.732475139 30.9623413780001, 118.732102293 30.962221888, 118.73109559 30.961852102)",434.913805,5100,5120,1.0,4130.0,4148.0
5105_4895,4,S#L#U#R,4895_4802#4895_4972#4895_5105#4895_9007,"LINESTRING (118.703461746 30.9616635450001, 118.703620118 30.960869943, 118.703945931 30.959338632, 118.704309952 30.957815764, 118.704678569 30.955967747, 118.704947886 30.954959108, 118.705180501 30.9542223560001, 118.705541155 30.9530961940001, 118.705845461 30.95230481, 118.706360832 30.95112292, 118.706734957 30.9503183310001)",1299.599559,5105,4895,1.0,4173.0,4176.0
5105_8348,3,S#L#U,8348_5055#8348_8346#8348_5105,"LINESTRING (118.703461746 30.9616635450001, 118.703865065 30.961763483, 118.704271953 30.9618491430001, 118.704671702 30.96190625, 118.705128559 30.9619633570001, 118.705542585 30.961999049, 118.705878089 30.962006188, 118.70622787 30.961991911, 118.707013092 30.9619562190001, 118.707534194 30.961891973, 118.708126679 30.961770621, 118.708640643 30.96164213, 118.709047531 30.961499362, 118.709475834 30.9613280410001, 118.709918414 30.961128167, 118.710282471 30.9609497070001)",677.7886519,5105,8348,1.0,4114.0,4176.0
5122_5100,3,S#U#R,5100_5120#5100_5122#5100_9156,"LINESTRING (118.739857954 30.963158288, 118.737880644 30.962994968, 118.736019602 30.962825878, 118.735476954 30.962805819)",420.4647519,5122,5100,1.0,4148.0,4154.0
5122_5123,3,R#S#U#L,5123_5082#5123_5126#5123_5122#5123_9175,"LINESTRING (118.739857954 30.963158288, 118.743487199 30.9633389470001)",347.3192413,5122,5123,1.0,4174.0,4154.0
5122_9174,0,S#U#R,9174_5190#9174_5122#9174_9175,"LINESTRING (118.739857954 30.963158288, 118.740330187 30.967412085)",473.7667662,5122,9174,1.0,4174.0,4154.0
5123_5082,2,S#U#R#L,5082_5021#5082_5123#5082_8352#5082_9162,"LINESTRING (118.743487199 30.9633389470001, 118.743470395 30.959165506)",462.7071749,5123,5082,1.0,4173.0,4174.0
5123_5126,3,R#U#S#L,5126_9162#5126_5123#5126_5132#5126_9176,"LINESTRING (118.743487199 30.9633389470001, 118.74537049 30.963424183, 118.746816092 30.9636246260001, 118.748333193 30.9637270060001)",465.4573811,5123,5126,1.0,4175.0,4174.0
5126_9162,0,R#S#U,9162_5082#9162_9163#9162_5126,"LINESTRING (118.748333193 30.9637270060001, 118.748809716 30.9621707100001, 118.749147653 30.961134848, 118.749233551 30.960812382, 118.749240203 30.9605255980001, 118.749175885 30.9602599470001, 118.749052197 30.9600040020001, 118.748922517 30.95973566, 118.748142484 30.958507082)",614.5504503,5126,9162,1.0,4175.0,4175.0
5132_5126,0,L#S#U#R,5126_9162#5126_5123#5126_5132#5126_9176,"LINESTRING (118.751020904 30.9638525720001, 118.750030178 30.9637494420001, 118.749762592 30.9636211800001, 118.74950561 30.963467705, 118.74919509 30.963585488, 118.748333193 30.9637270060001)",270.7100089,5132,5126,1.0,4175.0,4133.0
5190_5193,0,S#R#U,5193_5217#5193_8359#5193_5190,"LINESTRING (118.740815597 30.9717950520001, 118.740915508 30.9726495520001)",95.21714335,5190,5193,1.0,4174.0,4174.0
5190_8359,0,S#R#U#L,8359_5026#8359_9176#8359_5190#8359_5193,"LINESTRING (118.740815597 30.9717950520001, 118.742769182 30.971857555)",186.7591309,5190,8359,1.0,4176.0,4174.0
5193_8359,0,L#S#R#U,8359_5026#8359_9176#8359_5190#8359_5193,"LINESTRING (118.740915508 30.9726495520001, 118.741812027 30.9725510850001, 118.742075366 30.972517608, 118.742218682 30.972478444, 118.742329377 30.972380028, 118.742423552 30.972268152, 118.74244755 30.9722396450001, 118.742769182 30.971857555)",212.8857263,5193,8359,1.0,4176.0,4174.0
8345_9155,3,S#R#U,9155_5190#9155_9156#9155_8345,"LINESTRING (118.72985213 30.9696186910001, 118.732534699 30.970749207, 118.733361229 30.9709843030001)",368.436857,8345,9155,1.0,4173.0,4129.0
8346_9159,4,S#U#R,9159_9157#9159_8346#9159_9160,"LINESTRING (118.719690803 30.963426715, 118.72014189 30.9640436760001, 118.720804734 30.964910532, 118.721370364 30.965502348, 118.722273005 30.9662089070001, 118.723249914 30.9667813660001, 118.724463493 30.967314286)",640.444808,8346,9159,1.0,4158.0,4149.0
8348_5055,5,S#L#R#U,5055_4920#5055_8346#5055_4972#5055_8348,"LINESTRING (118.710282471 30.9609497070001, 118.71231691 30.9598932260001, 118.714044399 30.9589081290001, 118.715273728 30.9582214010001, 118.717041945 30.9573654800001)",758.6045047,8348,5055,1.0,4133.0,4114.0
8348_8346,2,L#R#U,8346_9159#8346_5055#8346_8348,"LINESTRING (118.710282471 30.9609497070001, 118.711130996 30.9623520910001, 118.71177345 30.963113519, 118.712820413 30.963874946, 118.714057733 30.9644460170001, 118.716008891 30.96487432, 118.717127237 30.9647791410001, 118.718126611 30.96456499, 118.719030806 30.9640177140001, 118.719674 30.9634390000001)",1137.23926,8348,8346,1.0,4149.0,4114.0
8352_5082,1,R#L#U#S,5082_5021#5082_5123#5082_8352#5082_9162,"LINESTRING (118.739394924 30.9599127320001, 118.740455996 30.959926652, 118.741112727 30.95993617, 118.741645727 30.959422207, 118.74207403 30.95918426, 118.742492815 30.9591747430001, 118.743470393 30.959165252)",422.6927824,8352,5082,1.0,4173.0,4157.0
8352_5122,4,L#R#S#U,5122_5100#5122_5123#5122_9174#5122_8352,"LINESTRING (118.739394924 30.9599127320001, 118.739857954 30.963158288)",362.540177,8352,5122,1.0,4154.0,4157.0
8359_9176,2,S#R#U,9176_5126#9176_9175#9176_8359,"LINESTRING (118.742769182 30.971857555, 118.743144917 30.9714111920001, 118.743626537 30.9708309260001, 118.744054916 30.9702196010001, 118.744451893 30.9696059180001, 118.745135095 30.9685013760001)",436.0644475,8359,9176,1.0,4173.0,4176.0
8363_4758,3,L#S#R#U,4758_4745#4758_4832#4758_4779#4758_8363,"LINESTRING (118.779591893 30.9422432430001, 118.780138172 30.9433397290001, 118.780151072 30.944602473)",272.3043463,8363,4758,1.0,4169.0,4165.0
8363_8365,3,R#S#U,8365_4832#8365_4917#8365_8363,"LINESTRING (118.779591893 30.9422432430001, 118.777133981 30.9444102780001, 118.777091542 30.9444476940001, 118.774852946 30.946473091)",651.9306252,8363,8365,1.0,4158.0,4165.0
8364_4615,4,S#L#R#U,4615_4563#4615_4579#4615_4663#4615_8364,"LINESTRING (118.785463947 30.940945325, 118.785298854 30.940336652, 118.785185566 30.9400633180001, 118.784886432 30.9394695340001, 118.784517907 30.938877538, 118.784155697 30.938361484, 118.783733595 30.937871795, 118.783308576 30.937393768, 118.782422947 30.936588123, 118.781939901 30.9362255030001, 118.781728318 30.936102728)",657.6599022,8364,4615,1.0,4174.0,4174.0
8364_8363,3,R#S#U,8363_4758#8363_8365#8363_8364,"LINESTRING (118.785463947 30.940945325, 118.781812393 30.941082185, 118.780441824 30.9415390410001, 118.779665167 30.9421786400001, 118.779591893 30.9422432430001)",602.3771142,8364,8363,1.0,4165.0,4174.0
8365_4832,4,L#R#S#U,4832_4918#4832_4758#4832_4852#4832_8365,"LINESTRING (118.774852946 30.946473091, 118.779618277 30.9471851870001)",462.1550306,8365,4832,1.0,4174.0,4158.0
8365_4917,5,S#R#U,4917_5005#4917_4918#4917_8365,"LINESTRING (118.774852946 30.946473091, 118.773475142 30.9496605640001)",377.1187829,8365,4917,1.0,4171.0,4158.0
9001_4579,2,L#R#U,4579_4615#4579_8357#4579_9001,"LINESTRING (118.778407789 30.930601649, 118.780509585 30.9315246090001, 118.784692677 30.93368516)",691.4886314,9001,4579,1.0,4174.0,4159.0
9155_5190,4,L#S#U#R,5190_5193#5190_8359#5190_9155#5190_9174,"LINESTRING (118.733361229 30.9709843030001, 118.734187758 30.9712193990001, 118.735801675 30.971551591, 118.73688646 30.97168743, 118.740815597 30.9717950520001)",721.941758,9155,5190,1.0,4174.0,4173.0
9155_9156,2,S#R#L#U,9156_5100#9156_9158#9156_8351#9156_9155,"LINESTRING (118.733361229 30.9709843030001, 118.734470647 30.9667945850001)",476.447994,9155,9156,1.0,4168.0,4173.0
9156_5100,2,R#L#U,5100_5120#5100_5122#5100_9156,"LINESTRING (118.734470647 30.9667945850001, 118.735476954 30.962805819)",452.5600299,9156,5100,1.0,4148.0,4168.0
9156_9158,2,L#U#R#S,9158_5120#9158_9156#9158_9157#9158_9160,"LINESTRING (118.734470647 30.9667945850001, 118.733371336 30.966478712, 118.732009175 30.9659977380001, 118.730677786 30.9654246110001, 118.729402077 30.9648330270001)",531.9438341,9156,9158,1.0,4150.0,4168.0
9157_8345,3,S#U,8345_9155#8345_9157,"LINESTRING (118.727295397 30.968541207, 118.72985213 30.9696186910001)",271.9050797,9157,8345,1.0,4129.0,4160.0
9157_9158,3,S#L#U#R,9158_5120#9158_9156#9158_9157#9158_9160,"LINESTRING (118.727295397 30.968541207, 118.729402077 30.9648330270001)",457.7438984,9157,9158,1.0,4150.0,4160.0
9158_5120,0,L#U,5120_5100#5120_9158,"LINESTRING (118.729402077 30.9648330270001, 118.73109559 30.961852102)",367.9726132,9158,5120,1.0,4130.0,4150.0
9159_9157,3,S#R#U,9157_8345#9157_9158#9157_9159,"LINESTRING (118.724463493 30.967314286, 118.726354429 30.9681446550001, 118.727295397 30.968541207)",302.829811,9159,9157,1.0,4160.0,4158.0
9160_9158,2,R#S#L#U,9158_5120#9158_9156#9158_9157#9158_9160,"LINESTRING (118.726698152 30.9634882440001, 118.729402077 30.9648330270001)",298.2701215,9160,9158,1.0,4150.0,4165.0
9160_9159,2,R#L#U,9159_9157#9159_8346#9159_9160,"LINESTRING (118.726698152 30.9634882440001, 118.724463493 30.967314286)",474.8863151,9160,9159,1.0,4158.0,4165.0
9161_4920,5,L#R#U#S,4920_4855#4920_5055#4920_9161#4920_9173,"LINESTRING (118.732821048 30.95300501, 118.732632102 30.952838738, 118.731673147 30.9512692370001)",222.4621976,9161,4920,1.0,4174.0,4174.0
9161_9160,3,R#S#U,9160_9158#9160_9159#9160_9161,"LINESTRING (118.732821048 30.95300501, 118.726698152 30.9634882440001)",1301.191976,9161,9160,1.0,4165.0,4174.0
9162_5082,2,L#R#S#U,5082_5021#5082_5123#5082_8352#5082_9162,"LINESTRING (118.748142484 30.958507082, 118.747018888 30.9587293970001, 118.745484136 30.95902683, 118.744556146 30.9591577, 118.743470395 30.959165506)",454.0337455,9162,5082,1.0,4173.0,4175.0
9162_9163,3,S#R#U#L,9163_5010#9163_5021#9163_9162#9163_9177,"LINESTRING (118.748142484 30.958507082, 118.747883412 30.957906275, 118.747823125 30.9574893170001, 118.747849696 30.957294258, 118.74807659 30.9567107780001, 118.748251631 30.956260639, 118.748265305 30.9562254780001, 118.748407269 30.955749192)",318.9116551,9162,9163,1.0,4175.0,4175.0
9163_5010,0,S#R#U,5010_4927#5010_4907#5010_9163,"LINESTRING (118.748407269 30.955749192, 118.748671971 30.9548611280001, 118.748829046 30.9545267240001)",141.6526372,9163,5010,1.0,4174.0,4175.0
9163_5021,4,L#S#R#U,5021_4950#5021_5012#5021_5082#5021_9163,"LINESTRING (118.748407269 30.955749192, 118.745912439 30.9553862550001, 118.743572755 30.955109684)",467.396768,9163,5021,1.0,4174.0,4175.0
