target,source,neighbor1,neighbor2,neighbor3,target_lon,target_lat,source_lon,source_lat
5193,5190,8359,,,118.740915508,30.9726495520001,118.740815597,30.9717950520001
5193,8359,5190,,,118.740915508,30.9726495520001,118.742769182,30.971857555
8345,9157,9155,,,118.72985213,30.9696186910001,118.727295397,30.968541207
8345,9155,9157,,,118.72985213,30.9696186910001,118.733361229,30.9709843030001
8346,5055,9159,8348.0,,118.719690803,30.963426715,118.717041945,30.9573654800001
8346,8348,5055,9159.0,,118.719690803,30.963426715,118.710282471,30.9609497070001
8346,9159,8348,5055.0,,118.719690803,30.963426715,118.724463493,30.967314286
8348,5105,8346,5055.0,,118.710282471,30.9609497070001,118.703461746,30.9616635450001
8348,5055,5105,8346.0,,118.710282471,30.9609497070001,118.717041945,30.9573654800001
8348,8346,5105,5055.0,,118.710282471,30.9609497070001,118.719674,30.9634390000001
8352,5012,5122,5082.0,,118.739394924,30.9599127320001,118.738645548,30.954660059
8352,5082,5122,5012.0,,118.739394924,30.9599127320001,118.743470395,30.959165506
8352,5122,5012,5082.0,,118.739394924,30.9599127320001,118.739857954,30.963158288
8359,5190,5193,9176.0,,118.742769182,30.971857555,118.740815597,30.9717950520001
8359,5193,5190,9176.0,,118.742769182,30.971857555,118.740915508,30.9726495520001
8359,9176,5190,5193.0,,118.742769182,30.971857555,118.745135095,30.9685013760001
8363,8364,4758,8365.0,,118.779591893,30.9422432430001,118.785463947,30.940945325
8363,4758,8364,8365.0,,118.779591893,30.9422432430001,118.780151072,30.944602473
8363,8365,4758,8364.0,,118.779591893,30.9422432430001,118.774852946,30.946473091
8364,4779,8363,4615.0,,118.785463947,30.940945325,118.78561444,30.9449172930001
8364,4615,8363,4779.0,,118.785463947,30.940945325,118.781728318,30.936102728
8364,8363,4779,4615.0,,118.785463947,30.940945325,118.779591893,30.9422432430001
8365,8363,4832,4917.0,,118.774852946,30.946473091,118.779591893,30.9422432430001
8365,4832,4917,8363.0,,118.774852946,30.946473091,118.779618277,30.9471851870001
8365,4917,8363,4832.0,,118.774852946,30.946473091,118.773475142,30.9496605640001
9001,4526,4579,4563.0,,118.778407789,30.930601649,118.773466815,30.928929752
9001,4563,4579,4526.0,,118.778407789,30.930601649,118.773508757,30.933634639
9001,4579,4563,4526.0,,118.778407789,30.930601649,118.784692677,30.93368516
9155,8345,9156,5190.0,,118.733361229,30.9709843030001,118.72985213,30.9696186910001
9155,5190,9156,8345.0,,118.733361229,30.9709843030001,118.740815597,30.9717950520001
9155,9156,8345,5190.0,,118.733361229,30.9709843030001,118.734470647,30.9667945850001
9156,9155,9158,5100.0,,118.734470647,30.9667945850001,118.733361229,30.9709843030001
9156,5100,9158,9155.0,,118.734470647,30.9667945850001,118.735476954,30.962805819
9156,9158,5100,9155.0,,118.734470647,30.9667945850001,118.729402077,30.9648330270001
9157,9159,9158,8345.0,,118.727295397,30.968541207,118.724463493,30.967314286
9157,8345,9159,9158.0,,118.727295397,30.968541207,118.72985213,30.9696186910001
9157,9158,8345,9159.0,,118.727295397,30.968541207,118.729402077,30.9648330270001
9158,9156,5120,9157.0,9160.0,118.729402077,30.9648330270001,118.734470647,30.9667945850001
9158,9157,9160,9156.0,5120.0,118.729402077,30.9648330270001,118.727295397,30.968541207
9158,9160,9157,9156.0,5120.0,118.729402077,30.9648330270001,118.726698152,30.9634882440001
9158,5120,9160,9156.0,9157.0,118.729402077,30.9648330270001,118.73109559,30.961852102
9159,8346,9157,9160.0,,118.724463493,30.967314286,118.719674,30.9634390000001
9159,9160,8346,9157.0,,118.724463493,30.967314286,118.726698152,30.9634882440001
9159,9157,8346,9160.0,,118.724463493,30.967314286,118.727295397,30.968541207
9160,9161,9158,9159.0,,118.726698152,30.9634882440001,118.732821048,30.95300501
9160,9158,9161,9159.0,,118.726698152,30.9634882440001,118.729402077,30.9648330270001
9160,9159,9161,9158.0,,118.726698152,30.9634882440001,118.724463493,30.967314286
9161,5012,4920,9160.0,,118.732821048,30.95300501,118.738645548,30.954660059
9161,4920,9160,5012.0,,118.732821048,30.95300501,118.731673147,30.9512692370001
9161,9160,5012,4920.0,,118.732821048,30.95300501,118.726698152,30.9634882440001
9162,5126,5082,9163.0,,118.748142484,30.958507082,118.748333193,30.9637270060001
9162,5082,9163,5126.0,,118.748142484,30.958507082,118.743470395,30.959165506
9162,9163,5082,5126.0,,118.748142484,30.958507082,118.748407269,30.955749192
9163,9162,5021,5010.0,9177.0,118.748407269,30.955749192,118.748142484,30.958507082
9163,9177,9162,5021.0,5010.0,118.748407269,30.955749192,118.757308975,30.9582280450001
9163,5010,5021,9177.0,9162.0,118.748407269,30.955749192,118.748829046,30.9545267240001
9163,5021,5010,9162.0,9177.0,118.748407269,30.955749192,118.743572755,30.955109684
9164,9177,4973,,,118.760074991,30.9554838130001,118.757308975,30.9582280450001
9164,4973,9177,,,118.760074991,30.9554838130001,118.763825315,30.952785773
9173,4794,4708,4920.0,,118.725274108,30.947814592,118.720732459,30.9464968670001
9173,4708,4920,4794.0,,118.725274108,30.947814592,118.729228876,30.9439322490001
9173,4920,4794,4708.0,,118.725274108,30.947814592,118.731673147,30.9512692370001
9174,5122,5190,9175.0,,118.740330187,30.967412085,118.739857954,30.963158288
9174,9175,5190,5122.0,,118.740330187,30.967412085,118.742998339,30.967663805
9174,5190,5122,9175.0,,118.740330187,30.967412085,118.740815597,30.9717950520001
9175,9176,5123,9174.0,,118.742998339,30.967663805,118.745135095,30.9685013760001
9175,5123,9176,9174.0,,118.742998339,30.967663805,118.743487199,30.9633389470001
9175,9174,5123,9176.0,,118.742998339,30.967663805,118.740330187,30.967412085
9176,8359,5126,9175.0,,118.745135095,30.9685013760001,118.742769182,30.971857555
9176,5126,9175,8359.0,,118.745135095,30.9685013760001,118.748333193,30.9637270060001
9176,9175,8359,5126.0,,118.745135095,30.9685013760001,118.742998339,30.967663805
9177,9163,9164,,,118.757308975,30.9582280450001,118.748407269,30.955749192
9177,9164,9163,,,118.757308975,30.9582280450001,118.760074991,30.9554838130001
